,Unnamed: 0,Source,State,Year,Species,Latitude,Longitude,public_positional_accuracy
1209,1209,I-naturalist,California,2021,Harmonia axyridis,34.1289826625,-118.0384157461,23.0
1210,1210,I-naturalist,California,2021,Harmonia axyridis,34.142325,-118.10787217,18.0
1211,1211,I-naturalist,California,2021,Coccinella septempunctata,34.1540720417,-118.9649110301,29.0
1212,1212,I-naturalist,California,2021,Coccinella septempunctata,34.1659428287,-118.4956906736,28.0
1213,1213,I-naturalist,California,2021,Harmonia axyridis,34.1863366667,-118.3370883333,5.0
1214,1214,I-naturalist,California,2021,Harmonia axyridis,34.2224366667,-119.0047611167,5.0
1215,1215,I-naturalist,California,2021,Harmonia axyridis,34.2993645,-118.84224872,7.0
1216,1216,I-naturalist,California,2021,Harmonia axyridis,34.4217218093,-119.8730658649,159.0
1217,1217,I-naturalist,California,2021,Coccinella septempunctata,35.0509052265,-115.3946114692,22.0
1218,1218,I-naturalist,California,2021,Harmonia axyridis,36.3351481782,-119.1740698156,254.0
1219,1219,I-naturalist,California,2021,Coccinella septempunctata,36.6227222222,-121.9134138889,4.0
1220,1220,I-naturalist,California,2021,Coccinella septempunctata,36.9286033333,-121.79093,5.0
1221,1221,I-naturalist,California,2021,Coccinella septempunctata,37.0803305,-121.5296633333,3.0
1222,1222,I-naturalist,California,2021,Harmonia axyridis,37.2179874457,-122.3439387339,2.0
1223,1223,I-naturalist,California,2021,Harmonia axyridis,37.2621203788,-122.3269384446,8.0
1224,1224,I-naturalist,California,2021,Coccinella septempunctata,37.3213043213,-121.8604507446,90.0
1225,1225,I-naturalist,California,2021,Harmonia axyridis,37.3320716667,-121.927825,6.0
1226,1226,I-naturalist,California,2021,Harmonia axyridis,37.38143,-122.3742916667,5.0
1227,1227,I-naturalist,California,2021,Harmonia axyridis,37.4240883333,-122.1690616667,4.0
1228,1228,I-naturalist,California,2021,Harmonia axyridis,37.4281958258,-122.1283609887,5.0
1229,1229,I-naturalist,California,2021,Coccinella septempunctata,37.4477802943,-122.399313684,139.0
1230,1230,I-naturalist,California,2021,Coccinella septempunctata,37.5019033579,-122.4701972648,159.0
1231,1231,I-naturalist,California,2021,Coccinella septempunctata,37.5287001716,-122.5083178839,80.0
1232,1232,I-naturalist,California,2021,Harmonia axyridis,37.5617523193,-121.9735412598,84.0
1233,1233,I-naturalist,California,2021,Coccinella septempunctata,37.6657091586,-122.391878831,17.0
1234,1234,I-naturalist,California,2021,Coccinella septempunctata,37.713375,-122.4329866667,0.0
1235,1235,I-naturalist,California,2021,Coccinella septempunctata,37.745575,-122.3759783333,22.0
1236,1236,I-naturalist,California,2021,Coccinella septempunctata,37.7689231131,-122.498103754,200.0
1237,1237,I-naturalist,California,2021,Harmonia axyridis,37.7970107,-122.2330289,32.0
1238,1238,I-naturalist,California,2021,Harmonia axyridis,37.8288281885,-122.5331292065,212.0
1239,1239,I-naturalist,California,2021,Harmonia axyridis,37.8702618015,-122.2617693083,153.0
1240,1240,I-naturalist,California,2021,Harmonia axyridis,37.8808783333,-122.5302416667,10.0
1241,1241,I-naturalist,California,2021,Coccinella septempunctata,37.9213144318,-122.6055211946,37.0
1242,1242,I-naturalist,California,2021,Harmonia axyridis,37.9659094987,-122.3248687573,7.0
1243,1243,I-naturalist,California,2021,Coccinella septempunctata,38.0006972217,-122.0619888333,5.0
1244,1244,I-naturalist,California,2021,Coccinella septempunctata,38.0296278333,-122.9542783333,21.0
1245,1245,I-naturalist,California,2021,Coccinella septempunctata,38.1060911239,-122.2631846164,4.0
1246,1246,I-naturalist,California,2021,Coccinella septempunctata,38.2127116667,-122.1248638333,4.0
1247,1247,I-naturalist,California,2021,Coccinella septempunctata,38.25145,-121.9828333333,4.0
1248,1248,I-naturalist,California,2021,Coccinella septempunctata,38.2516716667,-121.982545,4.0
1249,1249,I-naturalist,California,2021,Coccinella septempunctata,38.2517422371,-121.9825785419,4.0
1250,1250,I-naturalist,California,2021,Harmonia axyridis,38.29388,-122.292655,4.0
1251,1251,I-naturalist,California,2021,Coccinella septempunctata,38.3380083333,-122.6916416667,5.0
1252,1252,I-naturalist,California,2021,Harmonia axyridis,38.405555,-122.8171533333,0.0
1253,1253,I-naturalist,California,2021,Coccinella septempunctata,38.4372242075,-122.7265893203,5.0
1254,1254,I-naturalist,California,2021,Coccinella septempunctata,38.462315,-123.1504883333,0.0
1255,1255,I-naturalist,California,2021,Coccinella septempunctata,38.527290659,-121.7962381836,8.0
1256,1256,I-naturalist,California,2021,Coccinella septempunctata,38.5380555556,-121.5808333333,0.0
1257,1257,I-naturalist,California,2021,Harmonia axyridis,38.5532777,-121.3505217,32.0
1258,1258,I-naturalist,California,2021,Harmonia axyridis,38.5841009722,-121.4947729722,0.0
1259,1259,I-naturalist,California,2021,Harmonia axyridis,38.6706416667,-121.7808216667,5.0
1260,1260,I-naturalist,California,2021,Harmonia axyridis,39.0684617897,-121.5948664345,97.0
1261,1261,I-naturalist,California,2021,Coccinella septempunctata,39.4778466667,-123.7980583333,94.0
1262,1262,I-naturalist,California,2021,Coccinella septempunctata,40.8057789321,-124.142900781,6.0
1263,1263,I-naturalist,California,2021,Coccinella septempunctata,40.9069061279,-124.0792617798,309.0
1264,1264,I-naturalist,New York,2007,Harmonia axyridis,40.603517568,-73.9268732069,180.0
1265,1265,The Lost Ladybugs,New York,2008,Harmonia axyridis,40.7142691,-74.005972,0.0
1266,1266,The Lost Ladybugs,New York,2008,Harmonia axyridis,41.7003713,-73.92097,0.0
1267,1267,The Lost Ladybugs,New York,2008,Harmonia axyridis,42.8500585,-78.799754,0.0
1268,1268,Bugguide.net,New York,2009,Coccinella septempunctata,40.714295,-73.820376,0.0
1269,1269,The Lost Ladybugs,New York,2009,Harmonia axyridis,41.7003713,-73.92097,0.0
1270,1270,The Lost Ladybugs,New York,2009,Harmonia axyridis,42.7125702,-76.421602,0.0
1271,1271,Bugguide.net,New York,2009,Coccinella septempunctata,43.159963,-77.630324,0.0
1272,1272,The Lost Ladybugs,New York,2010,Coccinella septempunctata,40.6915,-74.0173,0.0
1273,1273,The Lost Ladybugs,New York,2010,Harmonia axyridis,41.0906519,-73.917914,0.0
1274,1274,The Lost Ladybugs,New York,2010,Harmonia axyridis,42.549461,-76.135548,0.0
1275,1275,The Lost Ladybugs,New York,2010,Harmonia axyridis,43.024966,-76.120645,0.0
1276,1276,The Lost Ladybugs,New York,2011,Harmonia axyridis,40.6681669,-73.980064,0.0
1277,1277,The Lost Ladybugs,New York,2011,Harmonia axyridis,41.4459271,-74.422934,0.0
1278,1278,The Lost Ladybugs,New York,2011,Harmonia axyridis,42.8864468,-78.878368,0.0
1279,1279,The Lost Ladybugs,New York,2011,Harmonia axyridis,44.6994873,-73.452912,0.0
1280,1280,The Lost Ladybugs,New York,2012,Harmonia axyridis,40.7892482,-73.979008,0.0
1281,1281,The Lost Ladybugs,New York,2012,Coccinella septempunctata,41.1628731,-73.861524,0.0
1282,1282,The Lost Ladybugs,New York,2012,Coccinella septempunctata,42.18483,-73.519127,0.0
1283,1283,The Lost Ladybugs,New York,2012,Harmonia axyridis,42.9731175,-77.852785,0.0
1284,1284,I-naturalist,New York,2013,Harmonia axyridis,40.642655,-73.968353,3.0
1285,1285,I-naturalist,New York,2013,Harmonia axyridis,41.760366,-73.999005,173.0
1286,1286,The Lost Ladybugs,New York,2013,Coccinella septempunctata,44.0674781,-76.13076,0.0
1287,1287,I-naturalist,New York,2014,Harmonia axyridis,40.725676,-73.944356,5.0
1288,1288,Bugguide.net,New York,2014,Harmonia axyridis,41.406117,-74.27948,0.0
1289,1289,The Lost Ladybugs,New York,2014,Coccinella septempunctata,42.6515502,-73.75521,0.0
1290,1290,The Lost Ladybugs,New York,2014,Harmonia axyridis,43.0796699,-78.063819,0.0
1291,1291,I-naturalist,New York,2014,Coccinella septempunctata,44.27393962,-73.94396861,9.0
1292,1292,The Lost Ladybugs,New York,2015,Harmonia axyridis,41.2584114,-74.358306,0.0
1293,1293,The Lost Ladybugs,New York,2015,Harmonia axyridis,42.9001312,-78.490921,0.0
1294,1294,I-naturalist,New York,2015,Harmonia axyridis,44.252225,-73.97145,152.0
1295,1295,I-naturalist,New York,2016,Harmonia axyridis,40.6172142271,-73.8236806636,5.0
1296,1296,I-naturalist,New York,2016,Harmonia axyridis,40.7905127155,-73.9245546889,5.0
1297,1297,I-naturalist,New York,2016,Harmonia axyridis,41.20150102,-73.65004415,6.0
1298,1298,I-naturalist,New York,2016,Harmonia axyridis,42.054954,-78.651166,98.0
1299,1299,I-naturalist,New York,2016,Coccinella septempunctata,42.746886,-73.670154,270.0
1300,1300,I-naturalist,New York,2016,Harmonia axyridis,43.8436466667,-74.1426305,0.0
1301,1301,I-naturalist,New York,2017,Harmonia axyridis,40.6112116667,-74.060075,0.0
1302,1302,I-naturalist,New York,2017,Harmonia axyridis,40.6670816332,-73.6637377739,67.0
1303,1303,The Lost Ladybugs,New York,2017,Harmonia axyridis,40.7559318,-72.937759,0.0
1304,1304,I-naturalist,New York,2017,Harmonia axyridis,40.7840168882,-73.9583601376,8.0
1305,1305,I-naturalist,New York,2017,Harmonia axyridis,40.8184609978,-73.9474622329,270.0
1306,1306,I-naturalist,New York,2017,Harmonia axyridis,40.8658969542,-73.8738547359,30.0
1307,1307,I-naturalist,New York,2017,Coccinella septempunctata,40.9081147312,-73.2237432582,56.0
1308,1308,I-naturalist,New York,2017,Harmonia axyridis,41.6863577929,-73.8962745667,31.0
1309,1309,I-naturalist,New York,2017,Harmonia axyridis,42.4477020186,-76.479323404,10.0
1310,1310,I-naturalist,New York,2017,Harmonia axyridis,42.61538,-79.1064083333,0.0
1311,1311,I-naturalist,New York,2017,Harmonia axyridis,42.8905597888,-78.7175487076,5.0
1312,1312,I-naturalist,New York,2017,Coccinella septempunctata,43.1048161115,-75.2994896472,129.0
1313,1313,I-naturalist,New York,2017,Harmonia axyridis,44.2333533333,-74.5323333333,0.0
1314,1314,I-naturalist,New York,2018,Harmonia axyridis,40.5794611826,-73.8340167913,165.0
1315,1315,I-naturalist,New York,2018,Harmonia axyridis,40.6634799244,-73.9760454487,129.0
1316,1316,I-naturalist,New York,2018,Harmonia axyridis,40.7135385974,-73.9759653435,10.0
1317,1317,The Lost Ladybugs,New York,2018,Harmonia axyridis,40.748,-73.485,0.0
1318,1318,I-naturalist,New York,2018,Harmonia axyridis,40.7661347976,-73.9757401577,41.0
1319,1319,I-naturalist,New York,2018,Harmonia axyridis,40.7790416667,-73.96598,10.0
1320,1320,I-naturalist,New York,2018,Harmonia axyridis,40.7900024167,-73.9821936389,0.0
1321,1321,I-naturalist,New York,2018,Harmonia axyridis,40.7915083333,-73.916625,10.0
1322,1322,I-naturalist,New York,2018,Harmonia axyridis,40.8244736817,-72.7172991301,16.0
1323,1323,I-naturalist,New York,2018,Harmonia axyridis,40.8870958446,-73.9159901236,65.0
1324,1324,I-naturalist,New York,2018,Harmonia axyridis,41.28268,-71.9500666667,10.0
1325,1325,I-naturalist,New York,2018,Harmonia axyridis,41.9230993378,-74.1501617432,122.0
1326,1326,I-naturalist,New York,2018,Harmonia axyridis,42.2017822266,-78.7124862671,0.0
1327,1327,I-naturalist,New York,2018,Harmonia axyridis,42.4628295898,-76.4583892822,0.0
1328,1328,I-naturalist,New York,2018,Harmonia axyridis,42.7770703611,-78.6417344444,0.0
1329,1329,I-naturalist,New York,2018,Harmonia axyridis,42.9914006539,-76.370591911,0.0
1330,1330,I-naturalist,New York,2018,Harmonia axyridis,43.0898845488,-73.7605291323,31.0
1331,1331,I-naturalist,New York,2018,Harmonia axyridis,43.17395193,-75.20361765,5.0
1332,1332,I-naturalist,New York,2018,Harmonia axyridis,44.4178491202,-74.1185986328,760.0
1333,1333,I-naturalist,New York,2019,Harmonia axyridis,40.5650116667,-74.1633916667,10.0
1334,1334,I-naturalist,New York,2019,Harmonia axyridis,40.6033531577,-73.9281747491,10.0
1335,1335,I-naturalist,New York,2019,Harmonia axyridis,40.6426811218,-73.9681167603,0.0
1336,1336,I-naturalist,New York,2019,Coccinella septempunctata,40.6536018805,-73.9918469835,244.0
1337,1337,I-naturalist,New York,2019,Harmonia axyridis,40.66491021,-73.97636539,5.0
1338,1338,I-naturalist,New York,2019,Harmonia axyridis,40.68967218,-74.01396538,15.0
1339,1339,I-naturalist,New York,2019,Harmonia axyridis,40.700855,-73.99662,10.0
1340,1340,I-naturalist,New York,2019,Harmonia axyridis,40.7170701865,-73.9744868596,10.0
1341,1341,I-naturalist,New York,2019,Harmonia axyridis,40.7398653,-73.9547217,0.0
1342,1342,I-naturalist,New York,2019,Harmonia axyridis,40.7537030678,-73.9848018031,65.0
1343,1343,I-naturalist,New York,2019,Harmonia axyridis,40.7677595364,-73.9496408031,10.0
1344,1344,I-naturalist,New York,2019,Harmonia axyridis,40.7705142908,-73.95250557,10.0
1345,1345,I-naturalist,New York,2019,Harmonia axyridis,40.780241401,-73.9766511362,52.0
1346,1346,I-naturalist,New York,2019,Harmonia axyridis,40.7828907576,-73.9240122122,10.0
1347,1347,I-naturalist,New York,2019,Harmonia axyridis,40.7873229183,-73.9607830873,357.0
1348,1348,I-naturalist,New York,2019,Harmonia axyridis,40.7901442051,-73.9254820627,10.0
1349,1349,I-naturalist,New York,2019,Harmonia axyridis,40.7923366667,-73.92318,180.0
1350,1350,I-naturalist,New York,2019,Harmonia axyridis,40.8269462585,-73.7319412231,0.0
1351,1351,The Lost Ladybugs,New York,2019,Harmonia axyridis,40.8744812,-73.419242,0.0
1352,1352,I-naturalist,New York,2019,Harmonia axyridis,40.9458777922,-73.8405690515,8.0
1353,1353,I-naturalist,New York,2019,Harmonia axyridis,41.0575174947,-73.8260718191,278.0
1354,1354,I-naturalist,New York,2019,Harmonia axyridis,41.2025116667,-73.6401583333,0.0
1355,1355,I-naturalist,New York,2019,Harmonia axyridis,41.2035716667,-73.6401133333,5.0
1356,1356,I-naturalist,New York,2019,Harmonia axyridis,41.23361667,-73.57600333,16.0
1357,1357,I-naturalist,New York,2019,Harmonia axyridis,41.44649381,-73.8048386,7.0
1358,1358,I-naturalist,New York,2019,Harmonia axyridis,41.7275771359,-73.9353074134,5.0
1359,1359,I-naturalist,New York,2019,Harmonia axyridis,42.0816170286,-77.1591778673,0.0
1360,1360,I-naturalist,New York,2019,Harmonia axyridis,42.1927029099,-76.7259109042,15.0
1361,1361,I-naturalist,New York,2019,Harmonia axyridis,42.4360716667,-76.5399083333,24.0
1362,1362,I-naturalist,New York,2019,Harmonia axyridis,42.4520555556,-76.5054055556,0.0
1363,1363,I-naturalist,New York,2019,Harmonia axyridis,42.53297167,-76.02174167,0.0
1364,1364,I-naturalist,New York,2019,Harmonia axyridis,42.7373380443,-73.6526244973,241.0
1365,1365,I-naturalist,New York,2019,Harmonia axyridis,42.8747905791,-73.7511085533,5.0
1366,1366,I-naturalist,New York,2019,Harmonia axyridis,42.9916833333,-76.3704133333,0.0
1367,1367,I-naturalist,New York,2019,Harmonia axyridis,43.0335361667,-76.1405195,10.0
1368,1368,I-naturalist,New York,2019,Harmonia axyridis,43.0345856054,-76.136102446,8.0
1369,1369,I-naturalist,New York,2019,Harmonia axyridis,43.0842260924,-77.6759854239,10.0
1370,1370,I-naturalist,New York,2019,Harmonia axyridis,43.1166037083,-77.5124912326,65.0
1371,1371,I-naturalist,New York,2019,Harmonia axyridis,43.1595840454,-73.8698501587,0.0
1372,1372,I-naturalist,New York,2019,Harmonia axyridis,43.3189583333,-73.641495,5.0
1373,1373,I-naturalist,New York,2019,Harmonia axyridis,44.633526,-75.587302,25.0
1374,1374,I-naturalist,New York,2020,Coccinella septempunctata,40.53760333,-74.14365283,5.0
1375,1375,I-naturalist,New York,2020,Coccinella septempunctata,40.5671,-74.18578333,10.0
1376,1376,I-naturalist,New York,2020,Coccinella septempunctata,40.6039413889,-73.9249380556,0.0
1377,1377,I-naturalist,New York,2020,Harmonia axyridis,40.61652,-73.82576667,4.0
1378,1378,I-naturalist,New York,2020,Harmonia axyridis,40.6301814126,-74.1054722327,79.0
1379,1379,I-naturalist,New York,2020,Harmonia axyridis,40.6425559722,-73.968449,0.0
1380,1380,I-naturalist,New York,2020,Harmonia axyridis,40.6426099722,-73.9682109722,0.0
1381,1381,I-naturalist,New York,2020,Harmonia axyridis,40.642628,-73.9681599722,0.0
1382,1382,I-naturalist,New York,2020,Harmonia axyridis,40.6426329722,-73.968243,0.0
1383,1383,I-naturalist,New York,2020,Harmonia axyridis,40.6426354287,-73.9682238176,5.0
1384,1384,I-naturalist,New York,2020,Harmonia axyridis,40.6426372095,-73.9682187885,5.0
1385,1385,I-naturalist,New York,2020,Harmonia axyridis,40.642641,-73.968224,3.0
1386,1386,I-naturalist,New York,2020,Harmonia axyridis,40.642657,-73.968378,3.0
1387,1387,I-naturalist,New York,2020,Harmonia axyridis,40.642685,-73.968228,11.0
1388,1388,I-naturalist,New York,2020,Harmonia axyridis,40.647473308,-73.9853238512,31.0
1389,1389,I-naturalist,New York,2020,Harmonia axyridis,40.6511671075,-73.5565823388,22.0
1390,1390,I-naturalist,New York,2020,Harmonia axyridis,40.6556867813,-73.9954040398,2.0
1391,1391,I-naturalist,New York,2020,Harmonia axyridis,40.65751667,-73.47432,4.0
1392,1392,I-naturalist,New York,2020,Harmonia axyridis,40.6588418413,-73.9871181849,65.0
1393,1393,I-naturalist,New York,2020,Harmonia axyridis,40.6620923035,-73.9841212651,52.0
1394,1394,I-naturalist,New York,2020,Harmonia axyridis,40.6710858504,-73.9687075373,10.0
1395,1395,I-naturalist,New York,2020,Harmonia axyridis,40.6830580109,-73.6431062222,263.0
1396,1396,I-naturalist,New York,2020,Harmonia axyridis,40.6950460735,-73.9995300116,2.0
1397,1397,I-naturalist,New York,2020,Harmonia axyridis,40.70589667,-73.84707,23.0
1398,1398,I-naturalist,New York,2020,Harmonia axyridis,40.7112299698,-73.9771597647,10.0
1399,1399,I-naturalist,New York,2020,Harmonia axyridis,40.7135194444,-73.9759527778,10.0
1400,1400,I-naturalist,New York,2020,Harmonia axyridis,40.7192817914,-73.7403781727,65.0
1401,1401,I-naturalist,New York,2020,Harmonia axyridis,40.726825,-73.9992916667,10.0
1402,1402,I-naturalist,New York,2020,Harmonia axyridis,40.730482447,-73.0600876082,5.0
1403,1403,I-naturalist,New York,2020,Harmonia axyridis,40.736884171,-73.8704658364,19.0
1404,1404,I-naturalist,New York,2020,Harmonia axyridis,40.7398147,-73.9546757,0.0
1405,1405,I-naturalist,New York,2020,Harmonia axyridis,40.75035833,-74.009125,14.0
1406,1406,I-naturalist,New York,2020,Harmonia axyridis,40.753868,-73.436017,50.0
1407,1407,I-naturalist,New York,2020,Harmonia axyridis,40.76008833,-73.95687833,44.0
1408,1408,I-naturalist,New York,2020,Harmonia axyridis,40.7680446469,-73.9495843091,30.0
1409,1409,I-naturalist,New York,2020,Harmonia axyridis,40.7728724555,-73.9521915001,30.0
1410,1410,I-naturalist,New York,2020,Harmonia axyridis,40.7764446493,-73.9865818704,22.0
1411,1411,I-naturalist,New York,2020,Harmonia axyridis,40.7813919849,-73.9470770951,65.0
1412,1412,I-naturalist,New York,2020,Harmonia axyridis,40.7898451086,-73.9270763284,113.0
1413,1413,I-naturalist,New York,2020,Harmonia axyridis,40.7903736954,-73.9253215614,49.0
1414,1414,I-naturalist,New York,2020,Harmonia axyridis,40.7919283333,-73.9258033333,0.0
1415,1415,I-naturalist,New York,2020,Harmonia axyridis,40.7940749134,-73.9285375091,185.0
1416,1416,I-naturalist,New York,2020,Harmonia axyridis,40.7948277778,-73.9516694444,0.0
1417,1417,I-naturalist,New York,2020,Harmonia axyridis,40.7952188189,-73.953041928,10.0
1418,1418,I-naturalist,New York,2020,Harmonia axyridis,40.8021093,-73.9723555,0.0
1419,1419,I-naturalist,New York,2020,Harmonia axyridis,40.8099013889,-73.9564130556,0.0
1420,1420,I-naturalist,New York,2020,Harmonia axyridis,40.8100980556,-73.9563030556,0.0
1421,1421,I-naturalist,New York,2020,Harmonia axyridis,40.8109288016,-73.8594525103,94.0
1422,1422,I-naturalist,New York,2020,Harmonia axyridis,40.83383667,-73.57972,8.0
1423,1423,I-naturalist,New York,2020,Harmonia axyridis,40.8584189722,-73.4160509722,0.0
1424,1424,I-naturalist,New York,2020,Harmonia axyridis,40.8733319722,-73.41213,0.0
1425,1425,I-naturalist,New York,2020,Harmonia axyridis,40.890025,-73.8955777778,8.0
1426,1426,I-naturalist,New York,2020,Harmonia axyridis,40.9111525678,-73.2571931743,5.0
1427,1427,I-naturalist,New York,2020,Harmonia axyridis,40.9364946738,-73.1439464068,11.0
1428,1428,I-naturalist,New York,2020,Harmonia axyridis,40.9669733294,-73.6712547087,28.0
1429,1429,I-naturalist,New York,2020,Harmonia axyridis,40.9969901699,-73.8727265322,61.0
1430,1430,I-naturalist,New York,2020,Harmonia axyridis,41.11892217,-74.110375,65.0
1431,1431,I-naturalist,New York,2020,Harmonia axyridis,41.19699167,-73.65380833,23.0
1432,1432,I-naturalist,New York,2020,Harmonia axyridis,41.20329667,-73.64055,4.0
1433,1433,I-naturalist,New York,2020,Harmonia axyridis,41.21414167,-74.0912555,6.0
1434,1434,I-naturalist,New York,2020,Harmonia axyridis,41.23721667,-73.70082167,4.0
1435,1435,I-naturalist,New York,2020,Harmonia axyridis,41.28268,-71.950195,11.0
1436,1436,I-naturalist,New York,2020,Harmonia axyridis,41.32926167,-73.54898833,4.0
1437,1437,I-naturalist,New York,2020,Harmonia axyridis,41.4423880354,-73.6019863655,10.0
1438,1438,I-naturalist,New York,2020,Harmonia axyridis,41.6829137458,-73.927857075,30.0
1439,1439,I-naturalist,New York,2020,Harmonia axyridis,41.8684121032,-73.950751308,4.0
1440,1440,I-naturalist,New York,2020,Harmonia axyridis,41.9956764998,-74.1064531357,5.0
1441,1441,I-naturalist,New York,2020,Harmonia axyridis,42.0401250618,-74.058332881,30.0
1442,1442,I-naturalist,New York,2020,Harmonia axyridis,42.1023288161,-75.9260860695,22.0
1443,1443,I-naturalist,New York,2020,Harmonia axyridis,42.2197955589,-73.8642711192,33.0
1444,1444,I-naturalist,New York,2020,Harmonia axyridis,42.3754074841,-76.7336188658,203.0
1445,1445,I-naturalist,New York,2020,Harmonia axyridis,42.42194667,-76.42796333,0.0
1446,1446,I-naturalist,New York,2020,Harmonia axyridis,42.4476876436,-76.4755794593,5.0
1447,1447,I-naturalist,New York,2020,Harmonia axyridis,42.46791333,-76.46839167,4.0
1448,1448,I-naturalist,New York,2020,Harmonia axyridis,42.54995838,-76.21898493,9.0
1449,1449,I-naturalist,New York,2020,Harmonia axyridis,42.629125,-76.24685,10.0
1450,1450,I-naturalist,New York,2020,Harmonia axyridis,42.7475810608,-73.9265862078,65.0
1451,1451,I-naturalist,New York,2020,Harmonia axyridis,42.7996499427,-73.9028946227,228.0
1452,1452,I-naturalist,New York,2020,Harmonia axyridis,42.86665833,-77.2417,10.0
1453,1453,I-naturalist,New York,2020,Harmonia axyridis,42.943395,-77.4447416667,7.0
1454,1454,I-naturalist,New York,2020,Harmonia axyridis,43.0337428209,-76.1406499784,4.0
1455,1455,I-naturalist,New York,2020,Harmonia axyridis,43.0761245405,-76.2098210584,18.0
1456,1456,I-naturalist,New York,2020,Harmonia axyridis,43.0936422787,-76.1336195873,13.0
1457,1457,I-naturalist,New York,2020,Coccinella septempunctata,43.13293333,-79.01226112,5.0
1458,1458,I-naturalist,New York,2020,Harmonia axyridis,43.1809592204,-76.4024738712,24.0
1459,1459,I-naturalist,New York,2020,Harmonia axyridis,43.24203833,-77.49665,6.0
1460,1460,I-naturalist,New York,2020,Harmonia axyridis,43.6414666667,-75.07395,0.0
1461,1461,I-naturalist,New York,2020,Harmonia axyridis,44.2850333333,-74.2260305556,0.0
1462,1462,I-naturalist,New York,2021,Harmonia axyridis,40.513275,-74.2448583333,50.0
1463,1463,I-naturalist,New York,2021,Coccinella septempunctata,40.5788165,-74.1873204,0.0
1464,1464,I-naturalist,New York,2021,Harmonia axyridis,40.5884083333,-74.1389083333,5.0
1465,1465,I-naturalist,New York,2021,Coccinella septempunctata,40.6014583333,-73.9241166667,4.0
1466,1466,I-naturalist,New York,2021,Harmonia axyridis,40.6066283333,-73.9187083333,4.0
1467,1467,I-naturalist,New York,2021,Harmonia axyridis,40.6224562882,-73.6221129876,728.0
1468,1468,I-naturalist,New York,2021,Harmonia axyridis,40.6416843553,-73.561657006,5.0
1469,1469,I-naturalist,New York,2021,Harmonia axyridis,40.6426332579,-73.9681876582,1.0
1470,1470,I-naturalist,New York,2021,Harmonia axyridis,40.6426369551,-73.9683579281,0.0
1471,1471,I-naturalist,New York,2021,Harmonia axyridis,40.6427219257,-73.9680571854,0.0
1472,1472,I-naturalist,New York,2021,Harmonia axyridis,40.6537609903,-74.0011906216,15.0
1473,1473,I-naturalist,New York,2021,Harmonia axyridis,40.6545521877,-73.9988027952,1.0
1474,1474,I-naturalist,New York,2021,Harmonia axyridis,40.6558552393,-73.9971127802,8.0
1475,1475,I-naturalist,New York,2021,Harmonia axyridis,40.6576638889,-73.9648805556,0.0
1476,1476,I-naturalist,New York,2021,Harmonia axyridis,40.6628611111,-73.9909166667,0.0
1477,1477,I-naturalist,New York,2021,Harmonia axyridis,40.6691333333,-73.9654633333,0.0
1478,1478,I-naturalist,New York,2021,Harmonia axyridis,40.6734083333,-73.9954383333,131.0
1479,1479,I-naturalist,New York,2021,Harmonia axyridis,40.6854659595,-73.9779045805,23.0
1480,1480,I-naturalist,New York,2021,Harmonia axyridis,40.6883805556,-73.9773805556,0.0
1481,1481,I-naturalist,New York,2021,Harmonia axyridis,40.6939283421,-73.9833533333,32.0
1482,1482,I-naturalist,New York,2021,Harmonia axyridis,40.70247,-73.9958416667,10.0
1483,1483,I-naturalist,New York,2021,Harmonia axyridis,40.70692,-74.0188833333,5.0
1484,1484,I-naturalist,New York,2021,Coccinella septempunctata,40.7117599537,-74.016242981,282.0
1485,1485,I-naturalist,New York,2021,Harmonia axyridis,40.7144761812,-73.1931503682,194.0
1486,1486,I-naturalist,New York,2021,Harmonia axyridis,40.71827,-74.0151277833,65.0
1487,1487,I-naturalist,New York,2021,Harmonia axyridis,40.7233416667,-73.369645,20.0
1488,1488,I-naturalist,New York,2021,Harmonia axyridis,40.7374833333,-74.0103388833,4.0
1489,1489,I-naturalist,New York,2021,Harmonia axyridis,40.7475138889,-73.7433027778,0.0
1490,1490,I-naturalist,New York,2021,Harmonia axyridis,40.7506045128,-73.686121083,453.0
1491,1491,I-naturalist,New York,2021,Harmonia axyridis,40.7568003331,-73.8935408269,61.0
1492,1492,I-naturalist,New York,2021,Harmonia axyridis,40.7623742786,-73.615744712,509.0
1493,1493,I-naturalist,New York,2021,Harmonia axyridis,40.76918835,-73.93656685,4.0
1494,1494,I-naturalist,New York,2021,Harmonia axyridis,40.7705854951,-73.9525858686,30.0
1495,1495,I-naturalist,New York,2021,Harmonia axyridis,40.7753520567,-73.97287234,0.0
1496,1496,I-naturalist,New York,2021,Harmonia axyridis,40.7777912333,-73.964248035,0.0
1497,1497,I-naturalist,New York,2021,Harmonia axyridis,40.7826175363,-73.9680332678,622.0
1498,1498,I-naturalist,New York,2021,Harmonia axyridis,40.78888,-73.9606063889,0.0
1499,1499,I-naturalist,New York,2021,Coccinella septempunctata,40.7901883333,-73.925475,0.0
1500,1500,I-naturalist,New York,2021,Harmonia axyridis,40.79173157,-73.9231130016,5.0
1501,1501,I-naturalist,New York,2021,Harmonia axyridis,40.7918314354,-73.9202665274,165.0
1502,1502,I-naturalist,New York,2021,Harmonia axyridis,40.7920509903,-73.9231400579,265.0
1503,1503,I-naturalist,New York,2021,Harmonia axyridis,40.7922054408,-73.9229504765,30.0
