,Source,State,Year,Species,Latitude,Longitude,public_positional_accuracy
648,I-naturalist,New York,2021,Adalia bipunctata,40.6981909534,-73.9993032546,9.0
649,I-naturalist,New York,2021,Adalia bipunctata,40.6546703382,-74.0170731454,4.0
650,I-naturalist,New York,2021,Adalia bipunctata,40.693098069,-74.0024797784,75.0
651,I-naturalist,New York,2021,Adalia bipunctata,40.6426348893,-73.9682321178,1.0
652,I-naturalist,New York,2021,Adalia bipunctata,40.6426344111,-73.968235217,0.0
653,I-naturalist,New York,2021,Adalia bipunctata,40.6776283333,-73.932305,4.0
654,I-naturalist,New York,2021,Adalia bipunctata,40.7016666667,-73.9961,65.0
655,I-naturalist,New York,2021,Adalia bipunctata,40.692495,-74.0009249722,0.0
656,I-naturalist,Ontario,2021,Adalia bipunctata,43.6293990696,-79.3272633765,4.0
657,I-naturalist,New York,2021,Adalia bipunctata,40.6557161792,-74.0025127322,35.0
658,I-naturalist,New York,2021,Adalia bipunctata,40.6555015551,-73.9970947254,4.0
659,I-naturalist,Alberta,2021,Adalia bipunctata,51.0917666667,-114.1573333333,4.0
660,I-naturalist,Ontario,2021,Adalia bipunctata,48.4347154769,-89.2582440676,2.0
661,I-naturalist,Ontario,2021,Adalia bipunctata,46.5198777778,-84.2939555556,0.0
662,I-naturalist,Oregon,2021,Adalia bipunctata,45.5844166667,-122.7490833333,4.0
663,I-naturalist,Oregon,2021,Adalia bipunctata,42.3141966667,-122.837045,65.0
664,I-naturalist,Quebec,2021,Adalia bipunctata,48.2399054835,-79.0215904521,22.0
665,I-naturalist,Oregon,2021,Adalia bipunctata,45.4779805556,-122.5688083333,0.0
666,I-naturalist,Oregon,2021,Adalia bipunctata,45.940362436,-117.449766633,89.0
667,I-naturalist,Ontario,2021,Adalia bipunctata,48.4399611111,-89.2247166667,10.0
668,I-naturalist,Alberta,2021,Adalia bipunctata,51.04211,-114.019515,50.0
669,I-naturalist,British Columbia,2021,Adalia bipunctata,48.4299666667,-123.37062,0.0
670,I-naturalist,Alberta,2021,Adalia bipunctata,51.1283591432,-114.2433227247,488.0
671,Bugguide.net,Oregon,2021,Adalia bipunctata,45.325011,-118.031311,0.0
672,I-naturalist,Oregon,2021,Adalia bipunctata,45.4779891035,-122.5691312098,4.0
673,I-naturalist,New York,2021,Adalia bipunctata,40.6945949722,-73.999367,0.0
674,I-naturalist,British Columbia,2021,Adalia bipunctata,49.0603471667,-119.125625,6.0
675,I-naturalist,Ontario,2021,Adalia bipunctata,43.697109279,-79.2996144185,4.0
676,I-naturalist,New York,2021,Adalia bipunctata,40.6539080839,-74.0016320566,1.0
677,I-naturalist,New York,2021,Adalia bipunctata,40.6426389903,-73.9682248235,0.0
678,I-naturalist,New York,2021,Adalia bipunctata,40.6426339022,-73.9682308584,0.0
679,I-naturalist,New York,2021,Adalia bipunctata,40.6426277966,-73.9682345465,0.0
680,I-naturalist,New York,2021,Adalia bipunctata,40.6426367007,-73.9682328701,4.0
681,I-naturalist,New York,2021,Adalia bipunctata,40.6426383459,-73.9681903404,1.0
682,I-naturalist,Alberta,2021,Adalia bipunctata,51.0416388889,-114.013725,0.0
683,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.1293981564,-106.6413355054,31.0
684,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.1333702161,-106.6410219669,31.0
685,I-naturalist,New York,2021,Adalia bipunctata,40.6955,-73.9994716667,4.0
686,I-naturalist,Alberta,2021,Adalia bipunctata,50.7159468987,-113.9821924668,65.0
687,I-naturalist,Alberta,2021,Adalia bipunctata,51.0326721667,-114.0641638333,7.0
688,I-naturalist,Alberta,2021,Adalia bipunctata,51.0324445,-114.0706166667,9.0
689,I-naturalist,Ontario,2021,Adalia bipunctata,46.5380799298,-84.3396887183,10.0
690,I-naturalist,Alberta,2021,Adalia bipunctata,51.297955,-114.0470888333,4.0
691,I-naturalist,Alberta,2021,Adalia bipunctata,53.5272653836,-113.4526556568,15.0
692,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4257455482,-104.6168026328,985.0
693,I-naturalist,Alberta,2021,Adalia bipunctata,51.190505,-114.49398,5.0
694,I-naturalist,Alberta,2021,Adalia bipunctata,53.4116319722,-113.562578,0.0
695,I-naturalist,Alberta,2021,Adalia bipunctata,52.3029668883,-113.8303954527,6.0
696,I-naturalist,North Carolina,2021,Adalia bipunctata,35.6269728,-78.87037931,6.0
697,I-naturalist,Ontario,2021,Adalia bipunctata,49.2254366667,-90.9320916667,31.0
698,I-naturalist,Alberta,2021,Adalia bipunctata,53.5155416667,-113.514245,0.0
699,I-naturalist,Ontario,2021,Adalia bipunctata,45.2157669722,-75.676603,0.0
700,I-naturalist,Idaho,2021,Adalia bipunctata,43.5356915289,-116.3006556407,187.0
701,I-naturalist,Idaho,2021,Adalia bipunctata,43.5818216667,-116.402,30.0
702,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.1151079744,-106.6201319843,65.0
703,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.1151765799,-106.6200496011,65.0
704,I-naturalist,Utah,2021,Adalia bipunctata,40.4813416667,-111.8787083333,14.0
705,I-naturalist,Alberta,2021,Adalia bipunctata,52.2821055556,-113.7807277778,0.0
706,I-naturalist,Montana,2021,Adalia bipunctata,45.8069420792,-108.4635700565,6.0
707,I-naturalist,Idaho,2021,Adalia bipunctata,46.73,-117.0011138883,16.0
708,I-naturalist,Alberta,2021,Adalia bipunctata,51.0770935061,-114.1623305529,479.0
709,I-naturalist,Alberta,2021,Adalia bipunctata,51.0752906799,-114.1673049927,65.0
710,I-naturalist,Utah,2021,Adalia bipunctata,40.7462062937,-111.8746992469,31.0
711,I-naturalist,Alberta,2021,Adalia bipunctata,53.364989,-113.7142939722,0.0
712,I-naturalist,Alberta,2021,Adalia bipunctata,53.4102991859,-113.9344030891,66.0
713,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.44203,-104.62252,80.0
714,I-naturalist,Alberta,2021,Adalia bipunctata,51.049243927,-114.0642700195,65.0
715,I-naturalist,Alberta,2021,Adalia bipunctata,52.4746669722,-113.756224,0.0
716,I-naturalist,California,2021,Adalia bipunctata,37.73335,-122.3872133333,5.0
717,I-naturalist,Colorado,2021,Adalia bipunctata,39.84048,-105.1021195,11.0
718,I-naturalist,Saskatchewan,2021,Adalia bipunctata,53.39100503,-108.96147506,6.0
719,I-naturalist,Idaho,2021,Adalia bipunctata,43.5818666667,-116.4019866667,30.0
720,I-naturalist,Alberta,2021,Adalia bipunctata,51.0401305556,-114.0309,0.0
721,I-naturalist,British Columbia,2021,Adalia bipunctata,48.431095,-123.34205,0.0
722,I-naturalist,Alberta,2021,Adalia bipunctata,50.9395682564,-113.9807082,98.0
723,I-naturalist,Quebec,2021,Adalia bipunctata,48.4353962122,-68.516795598,5.0
724,I-naturalist,Washington,2021,Adalia bipunctata,47.6665917674,-117.408365823,22.0
725,I-naturalist,Ontario,2021,Adalia bipunctata,48.3756667135,-89.2860677025,2.0
726,I-naturalist,California,2021,Adalia bipunctata,37.8119621277,-122.2719955444,90.0
727,I-naturalist,Utah,2021,Adalia bipunctata,40.6987372264,-111.9229408354,7.0
728,I-naturalist,Wyoming,2021,Adalia bipunctata,44.926065,-110.3184333333,15.0
729,I-naturalist,Alberta,2021,Adalia bipunctata,51.0491347663,-114.0673468561,31.0
730,I-naturalist,Idaho,2021,Adalia bipunctata,46.7230057273,-117.0115539717,9.0
731,I-naturalist,Alberta,2021,Adalia bipunctata,53.4309809018,-113.4284494791,9.0
732,I-naturalist,Idaho,2021,Adalia bipunctata,42.7419327359,-112.8988536552,2.0
733,I-naturalist,British Columbia,2021,Adalia bipunctata,49.9398184939,-119.3963914559,121.0
734,I-naturalist,Washington,2021,Adalia bipunctata,47.6736535646,-117.437060075,30.0
735,I-naturalist,Alberta,2021,Adalia bipunctata,52.25827,-113.77697,4.0
736,I-naturalist,Utah,2021,Adalia bipunctata,40.2862033333,-111.7002633333,4.0
737,I-naturalist,California,2021,Adalia bipunctata,39.6188889,-120.6175,164.0
738,I-naturalist,Alberta,2021,Adalia bipunctata,49.336915,-110.586465,0.0
739,I-naturalist,Alberta,2021,Adalia bipunctata,49.10151,-113.6336283333,0.0
740,I-naturalist,Alberta,2021,Adalia bipunctata,49.101575,-113.6336183333,0.0
741,I-naturalist,Alberta,2021,Adalia bipunctata,51.0118320306,-114.2155639095,15.0
742,I-naturalist,Alberta,2021,Adalia bipunctata,52.3106562117,-113.7674246238,24.0
743,I-naturalist,Alberta,2021,Adalia bipunctata,52.4634883333,-113.7478783333,4.0
744,I-naturalist,Alberta,2021,Adalia bipunctata,53.4665064925,-113.6763293019,27.0
745,I-naturalist,Utah,2021,Adalia bipunctata,40.3900688877,-111.842925177,35.0
746,I-naturalist,Utah,2021,Adalia bipunctata,40.5170835931,-111.8695532244,24.0
747,I-naturalist,Utah,2021,Adalia bipunctata,40.764402618,-111.8443424976,41.0
748,I-naturalist,Alberta,2021,Adalia bipunctata,52.1933414,-113.2436766,20.0
749,I-naturalist,Idaho,2021,Adalia bipunctata,43.5821583333,-116.4024583333,65.0
750,I-naturalist,New York,2021,Adalia bipunctata,40.633475,-74.0010083333,10.0
751,I-naturalist,Utah,2021,Adalia bipunctata,40.5169462641,-111.869548374,24.0
752,I-naturalist,Alberta,2021,Adalia bipunctata,52.2001190186,-113.6840820313,169.0
753,I-naturalist,Alberta,2021,Adalia bipunctata,52.2784453599,-113.835101192,32.0
754,I-naturalist,Alberta,2021,Adalia bipunctata,52.3800133333,-113.8048866667,22.0
755,I-naturalist,North Carolina,2021,Adalia bipunctata,35.4217888,-80.592128,0.0
756,I-naturalist,Alberta,2021,Adalia bipunctata,51.0191459722,-113.812634,0.0
757,I-naturalist,British Columbia,2021,Adalia bipunctata,49.6748466492,-124.9445037842,3.0
758,I-naturalist,Alberta,2021,Adalia bipunctata,52.133955,-113.870017,0.0
759,I-naturalist,Alberta,2021,Adalia bipunctata,53.4103403778,-113.9334393335,64.0
760,I-naturalist,Utah,2021,Adalia bipunctata,40.6013993889,-111.8707311944,0.0
761,I-naturalist,Alberta,2021,Adalia bipunctata,53.835198338,-113.4140076677,12.0
762,I-naturalist,Montana,2021,Adalia bipunctata,47.5283559689,-114.0992205576,357.0
763,I-naturalist,Alberta,2021,Adalia bipunctata,50.7141687013,-113.980713119,91.0
764,I-naturalist,Alberta,2021,Adalia bipunctata,51.04133486,-114.17605472,8.0
765,I-naturalist,Alberta,2021,Adalia bipunctata,52.4757916667,-112.8051194444,0.0
766,I-naturalist,Ontario,2021,Adalia bipunctata,48.3925026842,-89.2219652401,2.0
767,I-naturalist,New Mexico,2021,Adalia bipunctata,35.08188883,-106.62443667,10.0
768,I-naturalist,Ontario,2021,Adalia bipunctata,43.637235107,-79.4125972158,65.0
769,I-naturalist,Alberta,2021,Adalia bipunctata,51.0563240051,-114.0788345337,0.0
770,I-naturalist,Ontario,2021,Adalia bipunctata,49.2867883333,-81.6396166667,12.0
771,I-naturalist,Ontario,2021,Adalia bipunctata,43.266525,-81.81257,16.0
772,I-naturalist,Alberta,2021,Adalia bipunctata,53.410697937,-113.9334411621,45.0
773,I-naturalist,Alberta,2021,Adalia bipunctata,50.980555,-114.0973195,0.0
774,I-naturalist,Alberta,2021,Adalia bipunctata,51.0358843232,-114.0421044154,22.0
775,I-naturalist,California,2021,Adalia bipunctata,37.548714675,-122.2997323312,6.0
776,I-naturalist,British Columbia,2021,Adalia bipunctata,48.4200515747,-123.3635559082,65.0
777,I-naturalist,British Columbia,2021,Adalia bipunctata,50.778446,-121.0775069999,0.0
778,I-naturalist,Alberta,2021,Adalia bipunctata,50.9935416667,-114.1464777778,0.0
779,I-naturalist,New York,2021,Adalia bipunctata,40.6991496,-73.9976004,195.0
780,I-naturalist,Alberta,2021,Adalia bipunctata,51.0376944444,-114.0138388889,0.0
781,I-naturalist,Alberta,2021,Adalia bipunctata,51.0242611667,-114.001280555,4.0
782,I-naturalist,Alberta,2021,Adalia bipunctata,50.9315567014,-114.1075897217,0.0
783,I-naturalist,Alberta,2021,Adalia bipunctata,52.31652,-112.7072,4.0
784,I-naturalist,Alberta,2021,Adalia bipunctata,53.52697,-113.5794133333,4.0
785,I-naturalist,Alberta,2021,Adalia bipunctata,51.1272416997,-114.1086923997,0.0
786,I-naturalist,Saskatchewan,2021,Adalia bipunctata,51.416724,-105.2404609722,0.0
787,I-naturalist,Alberta,2021,Adalia bipunctata,51.0584,-115.1593194444,0.0
788,I-naturalist,Alberta,2021,Adalia bipunctata,50.7136387219,-113.9809724064,65.0
789,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.0978427843,-106.7641309231,31.0
790,I-naturalist,Ontario,2021,Adalia bipunctata,49.28677,-81.6398616667,12.0
791,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4397417686,-104.6174892783,985.0
792,I-naturalist,Alberta,2021,Adalia bipunctata,53.5226866667,-113.46823,37.0
793,I-naturalist,Alberta,2021,Adalia bipunctata,52.595216,-110.6084299722,0.0
794,I-naturalist,Alberta,2021,Adalia bipunctata,51.4681467997,-112.7092075997,0.0
795,I-naturalist,Alberta,2021,Adalia bipunctata,51.1810071505,-115.573569797,7.0
796,I-naturalist,California,2021,Adalia bipunctata,38.6521166667,-120.0146277833,5.0
797,I-naturalist,New York,2021,Adalia bipunctata,40.6942239719,-73.999820079,61.0
798,I-naturalist,New York,2021,Adalia bipunctata,40.700122061,-73.9967721098,22.0
799,I-naturalist,New York,2021,Adalia bipunctata,40.6388651804,-73.9653406863,65.0
800,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4356964113,-104.6312221885,985.0
801,I-naturalist,Nevada,2021,Adalia bipunctata,39.5326222222,-119.8809861111,0.0
802,I-naturalist,Nevada,2021,Adalia bipunctata,39.5158253809,-119.815108583,65.0
803,I-naturalist,Ontario,2021,Adalia bipunctata,43.7316644332,-79.4813949624,4.0
804,I-naturalist,Nevada,2021,Adalia bipunctata,39.5160613535,-119.8258272094,3.0
805,I-naturalist,Nevada,2021,Adalia bipunctata,38.9726215,-114.2669824,0.0
806,I-naturalist,Ontario,2021,Adalia bipunctata,48.4206045027,-89.264770578,2.0
807,I-naturalist,Alberta,2021,Adalia bipunctata,53.5269966667,-113.579125,11.0
808,I-naturalist,Ontario,2021,Adalia bipunctata,48.434095,-89.2410016667,0.0
809,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4407883333,-104.6299283333,8.0
810,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.426073632,-104.6168026328,985.0
811,I-naturalist,Saskatchewan,2021,Adalia bipunctata,53.35087,-104.0237971667,5.0
812,I-naturalist,California,2021,Adalia bipunctata,36.7927391667,-118.5873894167,0.0
813,I-naturalist,California,2021,Adalia bipunctata,41.2058173,-122.2733523,192.0
814,I-naturalist,Ontario,2021,Adalia bipunctata,43.550575,-80.2382583333,13.0
815,I-naturalist,California,2021,Adalia bipunctata,40.3665863696,-120.6185388651,229.0
816,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4419866667,-104.6226366667,5.0
817,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4419866667,-104.6226416667,5.0
818,I-naturalist,New York,2021,Adalia bipunctata,40.6555554223,-73.9970883673,1.0
819,I-naturalist,Ontario,2021,Adalia bipunctata,42.10431216,-83.09590789,6.0
820,I-naturalist,New York,2021,Adalia bipunctata,40.7001199722,-73.99701,0.0
821,I-naturalist,New York,2021,Adalia bipunctata,40.6957075782,-73.9991684021,86.0
822,I-naturalist,California,2021,Adalia bipunctata,37.6670842252,-122.3927654963,61.0
823,I-naturalist,Ontario,2021,Adalia bipunctata,43.777636267,-79.3704431046,61.0
824,I-naturalist,British Columbia,2021,Adalia bipunctata,49.2339033333,-123.97882,4.0
825,I-naturalist,Alberta,2021,Adalia bipunctata,53.4092979431,-113.9349517822,108.0
826,I-naturalist,Alberta,2021,Adalia bipunctata,53.4102325439,-113.9276580811,246.0
827,I-naturalist,Saskatchewan,2021,Adalia bipunctata,52.1509805,-106.7389966667,12.0
828,I-naturalist,Alberta,2021,Adalia bipunctata,51.0380166667,-114.0162805556,0.0
829,I-naturalist,Alberta,2021,Adalia bipunctata,51.0392388889,-114.0125916667,0.0
830,I-naturalist,British Columbia,2021,Adalia bipunctata,48.4706190942,-123.4039075892,12.0
831,I-naturalist,California,2021,Adalia bipunctata,34.1985369231,-117.1339759016,18.0
832,I-naturalist,Saskatchewan,2021,Adalia bipunctata,50.4393044494,-104.6171459556,985.0
833,I-naturalist,Alberta,2021,Adalia bipunctata,53.4105873108,-113.9337844849,104.0
834,I-naturalist,Alberta,2021,Adalia bipunctata,49.4948716667,-112.6858283333,16.0
835,I-naturalist,Quebec,2021,Adalia bipunctata,48.0940805,-65.0811916667,12.0
836,I-naturalist,Washington,2020,Adalia bipunctata,47.2592820342,-122.4574638381,7.0
837,I-naturalist,Washington,2020,Adalia bipunctata,47.0679284851,-119.4922953501,7.0
838,I-naturalist,Washington,2020,Adalia bipunctata,46.9916065509,-120.5144882785,13.0
839,I-naturalist,Washington,2020,Adalia bipunctata,47.6058682391,-122.297851708,65.0
840,The Lost Ladybugs,Washington,2020,Adalia bipunctata,47.2551307,-122.44164,0.0
841,I-naturalist,British Columbia,2020,Adalia bipunctata,49.3272059,-123.1451003,127.0
842,I-naturalist,Washington,2020,Adalia bipunctata,46.02170283,-118.3995,0.0
843,I-naturalist,Washington,2020,Adalia bipunctata,47.68443055,-117.37575,0.0
844,I-naturalist,Alberta,2020,Adalia bipunctata,53.5004503156,-113.5611541746,500.0
845,I-naturalist,Alberta,2020,Adalia bipunctata,53.5204466667,-113.6038583333,0.0
846,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4300195965,-123.3227441843,22.0
847,I-naturalist,Washington,2020,Adalia bipunctata,48.7051222222,-119.4396944444,0.0
848,I-naturalist,Washington,2020,Adalia bipunctata,47.577225,-122.31565,0.0
849,I-naturalist,Washington,2020,Adalia bipunctata,45.7,-122.5,0.0
850,I-naturalist,Washington,2020,Adalia bipunctata,46.3255444883,-119.3246142598,195.0
851,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4464216667,-123.3958183333,0.0
852,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4457721715,-123.3138205431,300.0
853,I-naturalist,British Columbia,2020,Adalia bipunctata,49.2772222222,-122.8530555556,0.0
854,I-naturalist,Alberta,2020,Adalia bipunctata,50.9796729722,-113.6569029722,0.0
855,I-naturalist,Alberta,2020,Adalia bipunctata,50.93966333,-113.98137,5.0
856,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4369716667,-123.3661283333,0.0
857,I-naturalist,Alberta,2020,Adalia bipunctata,51.036516374,-114.1002608826,216.0
858,I-naturalist,British Columbia,2020,Adalia bipunctata,48.788876,-123.63649,0.0
859,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4283716667,-123.3551866667,0.0
860,I-naturalist,Alberta,2020,Adalia bipunctata,51.0360689722,-114.072219,0.0
861,I-naturalist,Alberta,2020,Adalia bipunctata,53.49427833,-113.60713833,8.0
862,I-naturalist,Saskatchewan,2020,Adalia bipunctata,52.1301318932,-106.7466736906,4.0
863,I-naturalist,Alberta,2020,Adalia bipunctata,51.1143,-114.19937833,12.0
864,I-naturalist,British Columbia,2020,Adalia bipunctata,48.429256,-123.711152,74.0
865,I-naturalist,Saskatchewan,2020,Adalia bipunctata,50.44202833,-104.62275833,4.0
866,I-naturalist,Washington,2020,Adalia bipunctata,47.5872239178,-122.2374306625,7.0
867,I-naturalist,Washington,2020,Adalia bipunctata,47.403825,-122.32949167,13.0
868,I-naturalist,Ontario,2020,Adalia bipunctata,48.375625,-89.2862638889,5.0
869,I-naturalist,Alberta,2020,Adalia bipunctata,50.9155846055,-113.9716310754,24.0
870,I-naturalist,British Columbia,2020,Adalia bipunctata,48.42783,-123.3433083333,0.0
871,I-naturalist,British Columbia,2020,Adalia bipunctata,49.2941883333,-123.1390733333,0.0
872,I-naturalist,Saskatchewan,2020,Adalia bipunctata,50.44192833,-104.623,16.0
873,I-naturalist,Alberta,2020,Adalia bipunctata,50.91299667,-113.96122833,6.0
874,I-naturalist,Quebec,2020,Adalia bipunctata,48.5210509722,-64.213699,0.0
875,I-naturalist,Alberta,2020,Adalia bipunctata,51.1098022461,-114.1700439453,0.0
876,I-naturalist,New York,2020,Adalia bipunctata,40.700758,-73.9966249722,0.0
877,I-naturalist,New York,2020,Adalia bipunctata,40.6177825464,-74.1010795999,14.0
878,I-naturalist,New York,2020,Adalia bipunctata,40.70313333,-73.99340833,50.0
879,I-naturalist,New York,2020,Adalia bipunctata,40.6947309722,-73.999716,0.0
880,I-naturalist,New York,2020,Adalia bipunctata,40.70001667,-73.99658833,10.0
881,I-naturalist,Alberta,2020,Adalia bipunctata,51.1065614863,-114.1749161896,65.0
882,I-naturalist,Washington,2020,Adalia bipunctata,47.6907503889,-122.3735010833,0.0
883,I-naturalist,Alberta,2020,Adalia bipunctata,53.54361333,-113.53678833,10.0
884,I-naturalist,California,2020,Adalia bipunctata,37.531963,-122.072448,210.0
885,I-naturalist,Washington,2020,Adalia bipunctata,47.6500052778,-122.3542555556,0.0
886,I-naturalist,Washington,2020,Adalia bipunctata,47.69615,-122.3727173889,0.0
887,I-naturalist,Washington,2020,Adalia bipunctata,47.7123014444,-122.3795836389,0.0
888,I-naturalist,Washington,2020,Adalia bipunctata,48.0126369505,-122.204309834,65.0
889,I-naturalist,Washington,2020,Adalia bipunctata,47.661337649,-122.4227025916,227.0
890,I-naturalist,Washington,2020,Adalia bipunctata,47.6674068127,-122.3119188632,23.0
891,I-naturalist,California,2020,Adalia bipunctata,37.57269167,-122.0765,5.0
892,I-naturalist,Washington,2020,Adalia bipunctata,47.6989037294,-122.3705278337,10.0
893,I-naturalist,Texas,2020,Adalia bipunctata,29.5821397566,-95.1981414208,8.0
894,I-naturalist,California,2020,Adalia bipunctata,34.6183614874,-118.202940672,27.0
895,I-naturalist,California,2020,Adalia bipunctata,36.9685786972,-122.0327040027,65.0
896,I-naturalist,California,2020,Adalia bipunctata,37.7876063811,-122.4236408319,46.0
897,I-naturalist,Alberta,2020,Adalia bipunctata,51.0975133744,-114.229619606,2.0
898,I-naturalist,California,2020,Adalia bipunctata,37.5321642,-122.0715929,54.0
899,I-naturalist,Washington,2020,Adalia bipunctata,47.3133801716,-119.5597152786,5.0
900,I-naturalist,Alberta,2020,Adalia bipunctata,51.0611254,-114.1462452,11.0
901,I-naturalist,British Columbia,2020,Adalia bipunctata,48.416464401,-123.3490651795,32.0
902,I-naturalist,Saskatchewan,2020,Adalia bipunctata,50.4420510323,-104.6225814515,24.0
903,I-naturalist,British Columbia,2020,Adalia bipunctata,49.5740282315,-119.623667006,122.0
904,I-naturalist,Alberta,2020,Adalia bipunctata,53.5435536873,-113.5857270285,25.0
905,I-naturalist,British Columbia,2020,Adalia bipunctata,49.197983,-123.1129619722,0.0
906,I-naturalist,British Columbia,2020,Adalia bipunctata,48.783665666,-123.6770669259,16.0
907,I-naturalist,Utah,2020,Adalia bipunctata,40.5218420406,-111.8648632145,1.0
908,I-naturalist,Utah,2020,Adalia bipunctata,40.708668165,-112.1008678526,14.0
909,I-naturalist,Alberta,2020,Adalia bipunctata,49.7225,-112.6358333333,0.0
910,I-naturalist,Utah,2020,Adalia bipunctata,40.7199933334,-111.8688153663,5.0
911,I-naturalist,Utah,2020,Adalia bipunctata,40.54861333,-111.99086167,32.0
912,I-naturalist,Utah,2020,Adalia bipunctata,40.78441667,-111.89002167,10.0
913,I-naturalist,Utah,2020,Adalia bipunctata,40.6210446312,-111.7907463201,30.0
914,I-naturalist,Utah,2020,Adalia bipunctata,40.7415831098,-111.8634734664,30.0
915,I-naturalist,Utah,2020,Adalia bipunctata,40.7664798293,-111.8583296813,21.0
916,I-naturalist,Utah,2020,Adalia bipunctata,40.667761,-111.8524253,21.0
917,I-naturalist,Utah,2020,Adalia bipunctata,40.77067167,-111.85123333,8.0
918,I-naturalist,Utah,2020,Adalia bipunctata,40.7666049269,-111.8584174203,25.0
919,I-naturalist,British Columbia,2020,Adalia bipunctata,49.7050159187,-124.9531148495,696.0
920,I-naturalist,Alberta,2020,Adalia bipunctata,51.03483333,-113.998955,16.0
921,I-naturalist,Alberta,2020,Adalia bipunctata,51.132697936,-114.1487413465,637.0
922,I-naturalist,Alberta,2020,Adalia bipunctata,53.5101788307,-113.4738201692,6.0
923,I-naturalist,Saskatchewan,2020,Adalia bipunctata,52.1103850147,-106.6423776281,10.0
924,I-naturalist,Alberta,2020,Adalia bipunctata,51.1067791087,-114.1750559293,4.0
925,I-naturalist,Alberta,2020,Adalia bipunctata,51.0295457442,-114.179196556,24.0
926,I-naturalist,Alberta,2020,Adalia bipunctata,51.1674753117,-114.0784154938,48.0
927,I-naturalist,British Columbia,2020,Adalia bipunctata,48.47600833,-123.39966667,8.0
928,I-naturalist,Ontario,2020,Adalia bipunctata,48.387262756,-89.2483781757,24.0
929,I-naturalist,Alberta,2020,Adalia bipunctata,53.53263833,-113.53261667,8.0
930,I-naturalist,Alberta,2020,Adalia bipunctata,49.673625,-112.79782167,8.0
931,I-naturalist,Alberta,2020,Adalia bipunctata,53.4205613905,-113.4685789153,31.0
932,I-naturalist,Minnesota,2020,Adalia bipunctata,49.78075833,-94.46286667,8.0
933,I-naturalist,Quebec,2020,Adalia bipunctata,48.4355332373,-68.5167124495,12.0
934,I-naturalist,Saskatchewan,2020,Adalia bipunctata,50.44197,-104.62265833,5.0
935,I-naturalist,Alberta,2020,Adalia bipunctata,51.1039271457,-114.090205413,395.0
936,I-naturalist,Utah,2020,Adalia bipunctata,40.7458582492,-111.8480388509,65.0
937,I-naturalist,Utah,2020,Adalia bipunctata,40.7506917,-111.88349999,7.0
938,I-naturalist,Utah,2020,Adalia bipunctata,41.1630583375,-111.967384412,357.0
939,I-naturalist,Utah,2020,Adalia bipunctata,40.51654667,-111.871545,65.0
940,I-naturalist,Alberta,2020,Adalia bipunctata,53.5436281974,-113.5858765617,11.0
941,I-naturalist,Alberta,2020,Adalia bipunctata,53.5436949376,-113.5858353227,22.0
942,I-naturalist,Alberta,2020,Adalia bipunctata,53.5436463268,-113.5858366638,12.0
943,I-naturalist,Wyoming,2020,Adalia bipunctata,41.31759167,-105.585555,13.0
944,I-naturalist,Wyoming,2020,Adalia bipunctata,41.31760333,-105.585695,5.0
945,I-naturalist,Alberta,2020,Adalia bipunctata,53.5434628406,-113.5856864601,24.0
946,I-naturalist,Wyoming,2020,Adalia bipunctata,41.1294134387,-105.311858666,224.0
947,I-naturalist,British Columbia,2020,Adalia bipunctata,49.2678359065,-123.1258643179,19.0
948,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4273033333,-123.3351133333,0.0
949,I-naturalist,Alberta,2020,Adalia bipunctata,49.69645,-112.808273,50.0
950,I-naturalist,British Columbia,2020,Adalia bipunctata,49.235727905,-124.0000629655,4.0
951,I-naturalist,Wyoming,2020,Adalia bipunctata,41.31746333,-105.58571667,10.0
952,I-naturalist,Alberta,2020,Adalia bipunctata,53.5435469137,-113.5857669264,22.0
953,I-naturalist,Alberta,2020,Adalia bipunctata,53.5435536873,-113.5857732967,15.0
954,I-naturalist,Alberta,2020,Adalia bipunctata,53.5436218222,-113.5858336464,30.0
955,I-naturalist,Quebec,2020,Adalia bipunctata,49.1784440517,-66.3271950324,64.0
956,I-naturalist,British Columbia,2020,Adalia bipunctata,48.4298166667,-123.3474366667,0.0
957,I-naturalist,Alberta,2020,Adalia bipunctata,51.0293702663,-114.0890422273,24.0
958,I-naturalist,Alberta,2020,Adalia bipunctata,53.494125,-113.52380333,19.0
